 name:     cobalt                                                 Feff 8.10
 formula:  Co
 sites:    Co1
 refer1:   Kittel, ISSP
 refer2:
 schoen:
 notes1:   metal, hexagonal close packed (hcp)
 Abs   Z=27 Rmt= 1.331 Rnm= 1.367 K  shell
 Pot 1 Z=27 Rmt= 1.340 Rnm= 1.378
  1.500  3.0067E+00  3.0180E-02 -1.6541E+01  1.021E+00  2.0839E+01  2.5520E+00
  1.600  2.9857E+00  3.0739E-02 -1.7007E+01  1.024E+00  2.0180E+01  2.6127E+00
  1.700  2.9619E+00  3.1267E-02 -1.7451E+01  1.027E+00  1.9478E+01  2.6765E+00
  1.800  2.9346E+00  3.1794E-02 -1.7874E+01  1.031E+00  1.8760E+01  2.7435E+00
  1.900  2.9037E+00  3.2357E-02 -1.8278E+01  1.036E+00  1.8052E+01  2.8138E+00
  2.000  2.8686E+00  3.3008E-02 -1.8663E+01  1.040E+00  1.7379E+01  2.8872E+00
  2.200  2.7839E+00  3.4849E-02 -1.9380E+01  1.049E+00  1.6232E+01  3.0443E+00
  2.400  2.6623E+00  3.8492E-02 -1.9975E+01  1.053E+00  1.5489E+01  3.2233E+00
  2.600  2.5291E+00  5.3909E-02 -2.0443E+01  1.172E+00  8.7842E+00  3.4088E+00
  2.800  2.5136E+00  6.4880E-02 -2.1181E+01  1.233E+00  6.9771E+00  3.5460E+00
  3.000  2.4977E+00  7.4350E-02 -2.1941E+01  1.258E+00  6.2547E+00  3.6802E+00
  3.200  2.4546E+00  8.4261E-02 -2.2624E+01  1.265E+00  5.9093E+00  3.8247E+00
  3.400  2.3970E+00  9.3244E-02 -2.3252E+01  1.257E+00  5.7571E+00  3.9750E+00
  3.600  2.3299E+00  1.0281E-01 -2.3814E+01  1.248E+00  5.7171E+00  4.1304E+00
  3.800  2.2549E+00  1.1025E-01 -2.4318E+01  1.231E+00  5.7502E+00  4.2905E+00
  4.000  2.1740E+00  1.1654E-01 -2.4767E+01  1.215E+00  5.8351E+00  4.4547E+00
  4.200  2.0897E+00  1.2013E-01 -2.5170E+01  1.197E+00  5.9588E+00  4.6226E+00
  4.400  2.0023E+00  1.2109E-01 -2.5531E+01  1.179E+00  6.1132E+00  4.7938E+00
  4.600  1.9127E+00  1.1980E-01 -2.5858E+01  1.163E+00  6.2924E+00  4.9678E+00
  4.800  1.8227E+00  1.1572E-01 -2.6153E+01  1.147E+00  6.4927E+00  5.1444E+00
  5.000  1.7321E+00  1.0990E-01 -2.6422E+01  1.132E+00  6.7111E+00  5.3233E+00
  5.200  1.6415E+00  1.0248E-01 -2.6668E+01  1.117E+00  6.9454E+00  5.5041E+00
  5.400  1.5511E+00  9.3720E-02 -2.6890E+01  1.104E+00  7.1939E+00  5.6867E+00
  5.600  1.4606E+00  8.4275E-02 -2.7096E+01  1.091E+00  7.4552E+00  5.8709E+00
  5.800  1.3707E+00  7.4402E-02 -2.7285E+01  1.078E+00  7.7284E+00  6.0564E+00
  6.000  1.2812E+00  6.4715E-02 -2.7458E+01  1.068E+00  8.0124E+00  6.2432E+00
  6.500  1.0604E+00  4.2152E-02 -2.7831E+01  1.043E+00  8.7656E+00  6.7148E+00
  7.000  8.4598E-01  2.4407E-02 -2.8121E+01  1.025E+00  9.5741E+00  7.1916E+00
  7.500  6.4023E-01  1.1893E-02 -2.8318E+01  1.010E+00  1.0432E+01  7.6724E+00
  8.000  4.4415E-01  3.6782E-03 -2.8366E+01  9.979E-01  1.1335E+01  8.1564E+00
  8.500  2.5766E-01  1.6657E-03 -2.5825E+01  9.867E-01  1.2280E+01  8.6428E+00
  9.000  7.7679E-02  5.0320E-03 -2.5715E+01  9.747E-01  1.3265E+01  9.1312E+00
  9.500 -9.8462E-02  7.3617E-03 -2.5819E+01  9.625E-01  1.4287E+01  9.6212E+00
 10.000 -2.6987E-01  8.8191E-03 -2.5956E+01  9.530E-01  1.5345E+01  1.0113E+01
 11.000 -5.9365E-01  9.5973E-03 -2.6230E+01  9.403E-01  1.7563E+01  1.1098E+01
 12.000 -8.9291E-01  8.7338E-03 -2.6443E+01  9.325E-01  1.9910E+01  1.2087E+01
 13.000 -1.1686E+00  7.8582E-03 -2.6576E+01  9.286E-01  2.2379E+01  1.3078E+01
 14.000 -1.4232E+00  7.4872E-03 -2.6737E+01  9.269E-01  2.4964E+01  1.4070E+01
 15.000 -1.6596E+00  6.9609E-03 -2.6967E+01  9.263E-01  2.7659E+01  1.5064E+01
 16.000 -1.8785E+00  6.1715E-03 -2.7193E+01  9.269E-01  3.0460E+01  1.6059E+01
 17.000 -2.0830E+00  5.5586E-03 -2.7404E+01  9.277E-01  3.3363E+01  1.7054E+01
 18.000 -2.2735E+00  5.0414E-03 -2.7638E+01  9.289E-01  3.6365E+01  1.8051E+01
 19.000 -2.4516E+00  4.5113E-03 -2.7884E+01  9.303E-01  3.9463E+01  1.9047E+01
 20.000 -2.6190E+00  4.0472E-03 -2.8122E+01  9.314E-01  4.2652E+01  2.0044E+01
